Age,Work Class,FNLWGT,HS Grad,Education,Education Num,Marital Status,Occupation,Relationship,Race,Sex,Cap Gain,Cap Loss,Hours/Wk,Native Country,Annual Salary
20, Private,231981,TRUE, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,32, United-States, <=50K
33, Self-emp-inc,117963,TRUE, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,60, United-States, >50K
26, Private,78172,TRUE, Some-college,10, Married-AF-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
52, Private,164135,TRUE, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private,171216,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private,140664,TRUE, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private,249277,TRUE, HS-grad,9, Never-married, Exec-managerial, Own-child, Black, Male,0,0,75, United-States, <=50K
53, Federal-gov,117847,TRUE, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,52372,TRUE, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
26, Federal-gov,95806,TRUE, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States, <=50K
53, Private,137428,FALSE, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
65, Private,169047,TRUE, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,10, United-States, <=50K
68, Private,339168,TRUE, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
30, Private,504725,FALSE, 10th,6, Never-married, Sales, Other-relative, White, Male,0,0,18, Guatemala, <=50K
28, Private,132870,FALSE, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
54, Local-gov,135840,FALSE, 10th,6, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
30, Private,35644,TRUE, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
22, Private,198148,TRUE, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
25, Private,220098,TRUE, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private,262515,FALSE, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
19, ?,423863,TRUE, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
32, Federal-gov,111567,TRUE, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private,194096,TRUE, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
51, Local-gov,420917,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
25, Private,197871,TRUE, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, >50K
46, Local-gov,253116,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private,206535,TRUE, Some-college,10, Divorced, Tech-support, Unmarried, White, Female,0,0,50, United-States, <=50K
26, State-gov,70447,TRUE, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, Private,201217,TRUE, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,209970,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,196745,TRUE, Some-college,10, Never-married, Other-service, Own-child, White, Female,594,0,16, United-States, <=50K
29, Local-gov,175262,TRUE, Masters,14, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,35, United-States, <=50K
51, Self-emp-inc,304955,TRUE, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Private,181265,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
24, Private,200973,TRUE, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc,37440,TRUE, Bachelors,13, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
31, Private,395170,TRUE, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,24, Mexico, <=50K
54, ?,32385,TRUE, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,30, United-States, <=50K
34, Private,353213,TRUE, Assoc-acdm,12, Separated, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
19, Private,38619,TRUE, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,66, United-States, <=50K
21, Private,177711,TRUE, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private,190761,FALSE, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
23, Private,27776,TRUE, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,24, United-States, <=50K
37, Federal-gov,470663,TRUE, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private,71738,TRUE, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States, >50K
57, Private,74156,TRUE, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
48, Private,202467,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1485,40, United-States, >50K
24, Private,123983,FALSE, 11th,7, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
43, Private,193494,TRUE, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, ?,169886,TRUE, Bachelors,13, Never-married, ?, Not-in-family, White, Female,0,0,20, ?, <=50K
40, Private,130571,TRUE, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc,90363,TRUE, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,35, United-States, >50K
49, Private,83444,TRUE, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc,239093,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3137,0,40, United-States, <=50K
62, Local-gov,151369,TRUE, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private,56630,TRUE, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Private,117095,TRUE, HS-grad,9, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Federal-gov,189985,TRUE, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, ?,34862,TRUE, Some-college,10, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,72, United-States, <=50K
37, Self-emp-inc,126675,TRUE, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
43, State-gov,199806,TRUE, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
29, Private,57596,TRUE, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private,103459,TRUE, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
28, Private,282398,TRUE, Some-college,10, Separated, Tech-support, Unmarried, White, Male,0,0,40, United-States, >50K
38, Private,298841,TRUE, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
45, Private,33300,TRUE, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
22, ?,306031,TRUE, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private,306467,TRUE, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private,189888,FALSE, 12th,8, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private,83861,TRUE, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Private,117393,TRUE, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,129934,TRUE, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
51, Private,179010,TRUE, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
31, Private,375680,TRUE, Bachelors,13, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, ?, <=50K
48, Private,316101,TRUE, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private,293305,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, >50K
51, Local-gov,175750,TRUE, HS-grad,9, Divorced, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private,121718,TRUE, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,1848,48, United-States, >50K
62, ?,94931,TRUE, Assoc-voc,11, Married-civ-spouse, ?, Husband, White, Male,3411,0,40, United-States, <=50K
50, State-gov,229272,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
46, Private,142828,TRUE, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
54, Private,22743,TRUE, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, United-States, >50K
68, Private,76371,TRUE, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
23, Self-emp-not-inc,216129,TRUE, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
49, Private,107425,TRUE, Masters,14, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
24, Private,611029,FALSE, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov,363032,TRUE, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private,170020,TRUE, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3137,0,45, United-States, <=50K
34, Private,137900,TRUE, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
22, Private,322674,TRUE, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private,23778,FALSE, 7th-8th,4, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private,147845,FALSE, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,31, United-States, <=50K
36, Private,175759,TRUE, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc,166459,TRUE, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,128212,FALSE, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
54, Federal-gov,127455,TRUE, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
63, Private,134699,TRUE, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
51, Private,254230,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
63, Self-emp-not-inc,159715,FALSE, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov,116286,TRUE, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
27, Private,146719,TRUE, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
35, Private,361888,TRUE, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
31, ?,26553,TRUE, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,25, United-States, >50K
46, Self-emp-not-inc,32825,TRUE, HS-grad,9, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private,225768,TRUE, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
26, Federal-gov,393728,TRUE, Some-college,10, Divorced, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
43, Private,160369,TRUE, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private,191807,TRUE, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
50, Federal-gov,176969,TRUE, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Male,0,1590,40, United-States, <=50K
54, Federal-gov,33863,TRUE, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
62, ?,182687,TRUE, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,45, United-States, >50K
57, State-gov,141459,TRUE, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
19, ?,174233,TRUE, Some-college,10, Never-married, ?, Own-child, Black, Male,0,0,24, United-States, <=50K
29, Local-gov,95393,TRUE, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private,221095,TRUE, HS-grad,9, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
53, Private,104501,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, United-States, >50K
18, ?,437851,TRUE, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
22, ?,131230,TRUE, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private,495888,TRUE, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
69, Private,185691,FALSE, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, <=50K
56, Private,201822,FALSE, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,2002,40, United-States, <=50K
53, Local-gov,549341,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, <=50K
28, Private,247445,TRUE, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,199566,TRUE, Bachelors,13, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
33, Self-emp-inc,139057,TRUE, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,84, Taiwan, >50K
48, Private,185039,TRUE, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
61, Private,166124,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Private,82649,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,45, United-States, <=50K
48, Private,109275,TRUE, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,408328,FALSE, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private,186338,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, ?,130856,TRUE, Bachelors,13, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private,251579,TRUE, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,14, United-States, <=50K
47, Private,76612,TRUE, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
25, Private,22546,TRUE, Bachelors,13, Never-married, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
72, Private,53684,TRUE, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private,183627,FALSE, 11th,7, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,73203,TRUE, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private,108426,TRUE, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,48, England, <=50K
50, Private,116287,TRUE, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Columbia, <=50K
45, Self-emp-inc,145697,TRUE, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
52, Private,326156,TRUE, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
53, Private,201127,TRUE, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
36, Private,250791,TRUE, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
46, Private,328216,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private,400443,TRUE, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
75, Private,95985,FALSE, 5th-6th,3, Widowed, Other-service, Unmarried, Black, Male,0,0,10, United-States, <=50K
32, Local-gov,127651,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private,250679,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private,103950,TRUE, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private,200199,FALSE, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
46, State-gov,295791,TRUE, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
39, Private,191841,TRUE, Assoc-acdm,12, Separated, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
38, Private,82622,TRUE, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private,160728,TRUE, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
63, Local-gov,109849,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,21, United-States, <=50K
28, Private,339897,FALSE, 1st-4th,2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, Mexico, <=50K
28, ?,37215,TRUE, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,45, United-States, <=50K
49, Private,371299,TRUE, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Private,421837,TRUE, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
38, Private,29702,TRUE, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
39, Private,117381,TRUE, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,62, England, <=50K
42, ?,240027,TRUE, HS-grad,9, Divorced, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private,338740,TRUE, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, ?,28359,TRUE, HS-grad,9, Separated, ?, Unmarried, White, Female,0,0,10, United-States, <=50K
29, ?,315026,TRUE, HS-grad,9, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Federal-gov,314525,TRUE, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1741,45, United-States, <=50K
30, Private,173005,TRUE, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
44, Private,286750,TRUE, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private,163985,TRUE, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
30, Private,219318,TRUE, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,35, Puerto-Rico, <=50K
42, Private,44121,TRUE, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,1876,40, United-States, <=50K
52, Self-emp-not-inc,103794,TRUE, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private,310632,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
39, Private,153976,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
43, Private,174575,TRUE, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
62, Self-emp-not-inc,82388,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,10566,0,40, United-States, <=50K
30, Private,207253,TRUE, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
83, ?,251951,TRUE, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
39, Private,746786,TRUE, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
41, Private,308296,TRUE, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,20, United-States, <=50K
49, Private,101825,TRUE, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,40, United-States, >50K
25, Private,109009,FALSE, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,413363,FALSE, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2002,40, United-States, <=50K
59, ?,117751,TRUE, Assoc-acdm,12, Divorced, ?, Not-in-family, White, Male,0,0,8, United-States, <=50K
44, State-gov,296326,TRUE, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,208358,FALSE, 9th,5, Divorced, Handlers-cleaners, Not-in-family, White, Male,4650,0,56, United-States, <=50K
40, Private,120277,TRUE, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Ireland, <=50K
21, Private,193219,TRUE, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Jamaica, <=50K
41, Private,86399,TRUE, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
24, Private,215251,TRUE, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
67, Self-emp-not-inc,124470,TRUE, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
24, Private,228649,TRUE, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
50, Self-emp-not-inc,386397,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
48, Private,96798,TRUE, Masters,14, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
55, ?,106707,TRUE, Assoc-acdm,12, Married-civ-spouse, ?, Husband, Black, Male,0,0,20, United-States, >50K
29, Private,159768,TRUE, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,3325,0,40, Ecuador, <=50K
50, Private,139464,TRUE, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,36, Ireland, <=50K
64, State-gov,550848,FALSE, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, Private,68505,FALSE, 9th,5, Divorced, Other-service, Not-in-family, Black, Male,0,0,37, United-States, <=50K
20, Private,122215,TRUE, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,52, United-States, <=50K
30, Private,159442,TRUE, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private,80638,TRUE, Bachelors,13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30, China, <=50K
52, Private,192390,TRUE, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private,191324,TRUE, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,25, United-States, <=50K
77, ?,147284,TRUE, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,14, United-States, <=50K
19, State-gov,73009,TRUE, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
52, Private,177858,TRUE, HS-grad,9, Divorced, Craft-repair, Other-relative, White, Male,0,0,55, United-States, >50K
42, Private,163003,TRUE, Bachelors,13, Married-spouse-absent, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private,95551,TRUE, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States, <=50K
27, Private,125298,TRUE, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
54, State-gov,198186,TRUE, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, United-States, <=50K
37, Private,295949,TRUE, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1628,40, United-States, <=50K
37, Private,182668,FALSE, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
28, Private,124905,FALSE, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
63, Private,171635,TRUE, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,376240,TRUE, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,42, United-States, <=50K
28, Private,157391,TRUE, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
23, ?,114357,TRUE, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,178134,TRUE, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
31, Private,207201,TRUE, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private,124483,TRUE, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, ?, >50K
64, Private,102103,TRUE, HS-grad,9, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Private,92036,TRUE, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
59, Local-gov,236426,TRUE, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Private,400966,TRUE, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
