instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,delta temp,> avg temp,hum,windspeed,casual,registered,cnt,Casual Percent,Casual > 30%
195,7/14/11,3,0,7,0,4,1,1,0.680833,0.635104,0.045729,TRUE,0.47625,0.240667,888,4196,5084,0.174665618,FALSE
196,7/15/11,3,0,7,0,5,1,1,0.663333,0.624371,0.038962,TRUE,0.59125,0.182833,1318,4220,5538,0.237992055,FALSE
197,7/16/11,3,0,7,0,6,0,1,0.686667,0.638263,0.048404,TRUE,0.585,0.208342,2418,3505,5923,0.408239068,TRUE
198,7/17/11,3,0,7,0,0,0,1,0.719167,0.669833,0.049334,TRUE,0.604167,0.245033,2006,3296,5302,0.378347793,TRUE
199,7/18/11,3,0,7,0,1,1,1,0.746667,0.703925,0.042742,TRUE,0.65125,0.215804,841,3617,4458,0.188649619,FALSE
200,7/19/11,3,0,7,0,2,1,1,0.776667,0.747479,0.029188,TRUE,0.650417,0.1306,752,3789,4541,0.16560229,FALSE
201,7/20/11,3,0,7,0,3,1,1,0.768333,0.74685,0.021483,TRUE,0.707083,0.113817,644,3688,4332,0.148661127,FALSE
202,7/21/11,3,0,7,0,4,1,2,0.815,0.826371,-0.011371,FALSE,0.69125,0.222021,632,3152,3784,0.167019027,FALSE
203,7/22/11,3,0,7,0,5,1,1,0.848333,0.840896,0.007437,TRUE,0.580417,0.1331,562,2825,3387,0.16592855,FALSE
204,7/23/11,3,0,7,0,6,0,1,0.849167,0.804287,0.04488,TRUE,0.5,0.131221,987,2298,3285,0.300456621,TRUE
205,7/24/11,3,0,7,0,0,0,1,0.83,0.794829,0.035171,TRUE,0.550833,0.169171,1050,2556,3606,0.291181364,FALSE
206,7/25/11,3,0,7,0,1,1,1,0.743333,0.720958,0.022375,TRUE,0.757083,0.0908083,568,3272,3840,0.147916667,FALSE
207,7/26/11,3,0,7,0,2,1,1,0.771667,0.696979,0.074688,TRUE,0.540833,0.200258,750,3840,4590,0.163398693,FALSE
208,7/27/11,3,0,7,0,3,1,1,0.775,0.690667,0.084333,TRUE,0.402917,0.183463,755,3901,4656,0.162156357,FALSE
209,7/28/11,3,0,7,0,4,1,1,0.779167,0.7399,0.039267,TRUE,0.583333,0.178479,606,3784,4390,0.138041002,FALSE
210,7/29/11,3,0,7,0,5,1,1,0.838333,0.785967,0.052366,TRUE,0.5425,0.174138,670,3176,3846,0.174206968,FALSE
211,7/30/11,3,0,7,0,6,0,1,0.804167,0.728537,0.07563,TRUE,0.465833,0.168537,1559,2916,4475,0.348379888,TRUE
212,7/31/11,3,0,7,0,0,0,1,0.805833,0.729796,0.076037,TRUE,0.480833,0.164813,1524,2778,4302,0.354253835,TRUE
213,8/1/11,3,0,8,0,1,1,1,0.771667,0.703292,0.068375,TRUE,0.550833,0.156717,729,3537,4266,0.170886076,FALSE
214,8/2/11,3,0,8,0,2,1,1,0.783333,0.707071,0.076262,TRUE,0.49125,0.20585,801,4044,4845,0.165325077,FALSE
215,8/3/11,3,0,8,0,3,1,2,0.731667,0.679937,0.05173,TRUE,0.6575,0.135583,467,3107,3574,0.130665921,FALSE
216,8/4/11,3,0,8,0,4,1,2,0.71,0.664788,0.045212,TRUE,0.7575,0.19715,799,3777,4576,0.174606643,FALSE
217,8/5/11,3,0,8,0,5,1,1,0.710833,0.656567,0.054266,TRUE,0.630833,0.184696,1023,3843,4866,0.210234279,FALSE
218,8/6/11,3,0,8,0,6,0,2,0.716667,0.676154,0.040513,TRUE,0.755,0.22825,1521,2773,4294,0.354215184,TRUE
219,8/7/11,3,0,8,0,0,0,1,0.7425,0.715292,0.027208,TRUE,0.752917,0.201487,1298,2487,3785,0.342932629,TRUE
220,8/8/11,3,0,8,0,1,1,1,0.765,0.703283,0.061717,TRUE,0.592083,0.192175,846,3480,4326,0.19556172,FALSE
221,8/9/11,3,0,8,0,2,1,1,0.775,0.724121,0.050879,TRUE,0.570417,0.151121,907,3695,4602,0.197088223,FALSE
222,8/10/11,3,0,8,0,3,1,1,0.766667,0.684983,0.081684,TRUE,0.424167,0.200258,884,3896,4780,0.184937238,FALSE
223,8/11/11,3,0,8,0,4,1,1,0.7175,0.651521,0.065979,TRUE,0.42375,0.164796,812,3980,4792,0.169449082,FALSE
224,8/12/11,3,0,8,0,5,1,1,0.708333,0.654042,0.054291,TRUE,0.415,0.125621,1051,3854,4905,0.214271152,FALSE
225,8/13/11,3,0,8,0,6,0,2,0.685833,0.645858,0.039975,TRUE,0.729583,0.211454,1504,2646,4150,0.362409639,TRUE
226,8/14/11,3,0,8,0,0,0,2,0.676667,0.624388,0.052279,TRUE,0.8175,0.222633,1338,2482,3820,0.35026178,TRUE
227,8/15/11,3,0,8,0,1,1,1,0.665833,0.616167,0.049666,TRUE,0.712083,0.208954,775,3563,4338,0.178653757,FALSE
228,8/16/11,3,0,8,0,2,1,1,0.700833,0.645837,0.054996,TRUE,0.578333,0.236329,721,4004,4725,0.152592593,FALSE
229,8/17/11,3,0,8,0,3,1,1,0.723333,0.666671,0.056662,TRUE,0.575417,0.143667,668,4026,4694,0.142309331,FALSE
230,8/18/11,3,0,8,0,4,1,1,0.711667,0.662258,0.049409,TRUE,0.654583,0.233208,639,3166,3805,0.167936925,FALSE
231,8/19/11,3,0,8,0,5,1,2,0.685,0.633221,0.051779,TRUE,0.722917,0.139308,797,3356,4153,0.191909463,FALSE
232,8/20/11,3,0,8,0,6,0,1,0.6975,0.648996,0.048504,TRUE,0.674167,0.104467,1914,3277,5191,0.368715084,TRUE
233,8/21/11,3,0,8,0,0,0,1,0.710833,0.675525,0.035308,TRUE,0.77,0.248754,1249,2624,3873,0.322489027,TRUE
234,8/22/11,3,0,8,0,1,1,1,0.691667,0.638254,0.053413,TRUE,0.47,0.27675,833,3925,4758,0.17507356,FALSE
235,8/23/11,3,0,8,0,2,1,1,0.640833,0.606067,0.034766,TRUE,0.455417,0.146763,1281,4614,5895,0.217302799,FALSE
236,8/24/11,3,0,8,0,3,1,1,0.673333,0.630692,0.042641,TRUE,0.605,0.253108,949,4181,5130,0.184990253,FALSE
237,8/25/11,3,0,8,0,4,1,2,0.684167,0.645854,0.038313,TRUE,0.771667,0.210833,435,3107,3542,0.122811971,FALSE
238,8/26/11,3,0,8,0,5,1,1,0.7,0.659733,0.040267,TRUE,0.76125,0.0839625,768,3893,4661,0.164771508,FALSE
239,8/27/11,3,0,8,0,6,0,2,0.68,0.635556,0.044444,TRUE,0.85,0.375617,226,889,1115,0.202690583,FALSE
240,8/28/11,3,0,8,0,0,0,1,0.707059,0.647959,0.0591,TRUE,0.561765,0.304659,1415,2919,4334,0.326488233,TRUE
241,8/29/11,3,0,8,0,1,1,1,0.636667,0.607958,0.028709,TRUE,0.554583,0.159825,729,3905,4634,0.157315494,FALSE
242,8/30/11,3,0,8,0,2,1,1,0.639167,0.594704,0.044463,TRUE,0.548333,0.125008,775,4429,5204,0.148923905,FALSE
243,8/31/11,3,0,8,0,3,1,1,0.656667,0.611121,0.045546,TRUE,0.597917,0.0833333,688,4370,5058,0.136022143,FALSE
244,9/1/11,3,0,9,0,4,1,1,0.655,0.614921,0.040079,TRUE,0.639167,0.141796,783,4332,5115,0.153079179,FALSE
245,9/2/11,3,0,9,0,5,1,2,0.643333,0.604808,0.038525,TRUE,0.727083,0.139929,875,3852,4727,0.185106833,FALSE
246,9/3/11,3,0,9,0,6,0,1,0.669167,0.633213,0.035954,TRUE,0.716667,0.185325,1935,2549,4484,0.431534344,TRUE
247,9/4/11,3,0,9,0,0,0,1,0.709167,0.665429,0.043738,TRUE,0.742083,0.206467,2521,2419,4940,0.510323887,TRUE
248,9/5/11,3,0,9,1,1,0,2,0.673333,0.625646,0.047687,TRUE,0.790417,0.212696,1236,2115,3351,0.368845121,TRUE
249,9/6/11,3,0,9,0,2,1,3,0.54,0.5152,0.0248,TRUE,0.886957,0.343943,204,2506,2710,0.075276753,FALSE
250,9/7/11,3,0,9,0,3,1,3,0.599167,0.544229,0.054938,TRUE,0.917083,0.0970208,118,1878,1996,0.059118236,FALSE
251,9/8/11,3,0,9,0,4,1,3,0.633913,0.555361,0.078552,TRUE,0.939565,0.192748,153,1689,1842,0.083061889,FALSE
252,9/9/11,3,0,9,0,5,1,2,0.65,0.578946,0.071054,TRUE,0.897917,0.124379,417,3127,3544,0.117663657,FALSE
253,9/10/11,3,0,9,0,6,0,1,0.66,0.607962,0.052038,TRUE,0.75375,0.153608,1750,3595,5345,0.327408793,TRUE
254,9/11/11,3,0,9,0,0,0,1,0.653333,0.609229,0.044104,TRUE,0.71375,0.115054,1633,3413,5046,0.323622671,TRUE
255,9/12/11,3,0,9,0,1,1,1,0.644348,0.60213,0.042218,TRUE,0.692174,0.088913,690,4023,4713,0.146403565,FALSE
256,9/13/11,3,0,9,0,2,1,1,0.650833,0.603554,0.047279,TRUE,0.7125,0.141804,701,4062,4763,0.147176149,FALSE
257,9/14/11,3,0,9,0,3,1,1,0.673333,0.6269,0.046433,TRUE,0.697083,0.1673,647,4138,4785,0.135214211,FALSE
258,9/15/11,3,0,9,0,4,1,2,0.5775,0.553671,0.023829,TRUE,0.709167,0.271146,428,3231,3659,0.11697185,FALSE
259,9/16/11,3,0,9,0,5,1,2,0.469167,0.461475,0.007692,TRUE,0.590417,0.164183,742,4018,4760,0.155882353,FALSE
260,9/17/11,3,0,9,0,6,0,2,0.491667,0.478512,0.013155,TRUE,0.718333,0.189675,1434,3077,4511,0.317889603,TRUE
261,9/18/11,3,0,9,0,0,0,1,0.5075,0.490537,0.016963,TRUE,0.695,0.178483,1353,2921,4274,0.316565278,TRUE
262,9/19/11,3,0,9,0,1,1,2,0.549167,0.529675,0.019492,TRUE,0.69,0.151742,691,3848,4539,0.152236175,FALSE
263,9/20/11,3,0,9,0,2,1,2,0.561667,0.532217,0.02945,TRUE,0.88125,0.134954,438,3203,3641,0.120296622,FALSE
264,9/21/11,3,0,9,0,3,1,2,0.595,0.550533,0.044467,TRUE,0.9,0.0964042,539,3813,4352,0.123851103,FALSE
265,9/22/11,3,0,9,0,4,1,2,0.628333,0.554963,0.07337,TRUE,0.902083,0.128125,555,4240,4795,0.115745568,FALSE
266,9/23/11,4,0,9,0,5,1,2,0.609167,0.522125,0.087042,TRUE,0.9725,0.0783667,258,2137,2395,0.107724426,FALSE
267,9/24/11,4,0,9,0,6,0,2,0.606667,0.564412,0.042255,TRUE,0.8625,0.0783833,1776,3647,5423,0.327494007,TRUE
268,9/25/11,4,0,9,0,0,0,2,0.634167,0.572637,0.06153,TRUE,0.845,0.0503792,1544,3466,5010,0.308183633,TRUE
269,9/26/11,4,0,9,0,1,1,2,0.649167,0.589042,0.060125,TRUE,0.848333,0.1107,684,3946,4630,0.147732181,FALSE
270,9/27/11,4,0,9,0,2,1,2,0.636667,0.574525,0.062142,TRUE,0.885417,0.118171,477,3643,4120,0.115776699,FALSE
271,9/28/11,4,0,9,0,3,1,2,0.635,0.575158,0.059842,TRUE,0.84875,0.148629,480,3427,3907,0.122856412,FALSE
272,9/29/11,4,0,9,0,4,1,1,0.616667,0.574512,0.042155,TRUE,0.699167,0.172883,653,4186,4839,0.134945237,FALSE
273,9/30/11,4,0,9,0,5,1,1,0.564167,0.544829,0.019338,TRUE,0.6475,0.206475,830,4372,5202,0.159554018,FALSE
274,10/1/11,4,0,10,0,6,0,2,0.41,0.412863,-0.002863,FALSE,0.75375,0.292296,480,1949,2429,0.197612186,FALSE
275,10/2/11,4,0,10,0,0,0,2,0.356667,0.345317,0.01135,TRUE,0.791667,0.222013,616,2302,2918,0.211103496,FALSE
276,10/3/11,4,0,10,0,1,1,2,0.384167,0.392046,-0.007879,FALSE,0.760833,0.0833458,330,3240,3570,0.092436975,FALSE
277,10/4/11,4,0,10,0,2,1,1,0.484167,0.472858,0.011309,TRUE,0.71,0.205854,486,3970,4456,0.109066427,FALSE
278,10/5/11,4,0,10,0,3,1,1,0.538333,0.527138,0.011195,TRUE,0.647917,0.17725,559,4267,4826,0.115830916,FALSE
279,10/6/11,4,0,10,0,4,1,1,0.494167,0.480425,0.013742,TRUE,0.620833,0.134954,639,4126,4765,0.134102833,FALSE
280,10/7/11,4,0,10,0,5,1,1,0.510833,0.504404,0.006429,TRUE,0.684167,0.0223917,949,4036,4985,0.190371113,FALSE
281,10/8/11,4,0,10,0,6,0,1,0.521667,0.513242,0.008425,TRUE,0.70125,0.0454042,2235,3174,5409,0.413200222,TRUE
282,10/9/11,4,0,10,0,0,0,1,0.540833,0.523983,0.01685,TRUE,0.7275,0.06345,2397,3114,5511,0.434948285,TRUE
283,10/10/11,4,0,10,1,1,0,1,0.570833,0.542925,0.027908,TRUE,0.73375,0.0423042,1514,3603,5117,0.29587649,FALSE
284,10/11/11,4,0,10,0,2,1,2,0.566667,0.546096,0.020571,TRUE,0.80875,0.143042,667,3896,4563,0.146175762,FALSE
285,10/12/11,4,0,10,0,3,1,3,0.543333,0.517717,0.025616,TRUE,0.90625,0.24815,217,2199,2416,0.089817881,FALSE
286,10/13/11,4,0,10,0,4,1,2,0.589167,0.551804,0.037363,TRUE,0.896667,0.141787,290,2623,2913,0.099553725,FALSE
287,10/14/11,4,0,10,0,5,1,2,0.550833,0.529675,0.021158,TRUE,0.71625,0.223883,529,3115,3644,0.145170143,FALSE
288,10/15/11,4,0,10,0,6,0,1,0.506667,0.498725,0.007942,TRUE,0.483333,0.258083,1899,3318,5217,0.3640023,TRUE
289,10/16/11,4,0,10,0,0,0,1,0.511667,0.503154,0.008513,TRUE,0.486667,0.281717,1748,3293,5041,0.346756596,TRUE
290,10/17/11,4,0,10,0,1,1,1,0.534167,0.510725,0.023442,TRUE,0.579583,0.175379,713,3857,4570,0.156017505,FALSE
291,10/18/11,4,0,10,0,2,1,2,0.5325,0.522721,0.009779,TRUE,0.701667,0.110087,637,4111,4748,0.134161752,FALSE
292,10/19/11,4,0,10,0,3,1,3,0.541739,0.513848,0.027891,TRUE,0.895217,0.243339,254,2170,2424,0.104785479,FALSE
293,10/20/11,4,0,10,0,4,1,1,0.475833,0.466525,0.009308,TRUE,0.63625,0.422275,471,3724,4195,0.11227652,FALSE
294,10/21/11,4,0,10,0,5,1,1,0.4275,0.423596,0.003904,TRUE,0.574167,0.221396,676,3628,4304,0.157063197,FALSE
295,10/22/11,4,0,10,0,6,0,1,0.4225,0.425492,-0.002992,FALSE,0.629167,0.0926667,1499,2809,4308,0.347957289,TRUE
296,10/23/11,4,0,10,0,0,0,1,0.421667,0.422333,-0.000666,FALSE,0.74125,0.0995125,1619,2762,4381,0.369550331,TRUE
297,10/24/11,4,0,10,0,1,1,1,0.463333,0.457067,0.006266,TRUE,0.772083,0.118792,699,3488,4187,0.166945307,FALSE
298,10/25/11,4,0,10,0,2,1,1,0.471667,0.463375,0.008292,TRUE,0.622917,0.166658,695,3992,4687,0.148282483,FALSE
299,10/26/11,4,0,10,0,3,1,2,0.484167,0.472846,0.011321,TRUE,0.720417,0.148642,404,3490,3894,0.103749358,FALSE
300,10/27/11,4,0,10,0,4,1,2,0.47,0.457046,0.012954,TRUE,0.812917,0.197763,240,2419,2659,0.090259496,FALSE
301,10/28/11,4,0,10,0,5,1,2,0.330833,0.318812,0.012021,TRUE,0.585833,0.229479,456,3291,3747,0.121697358,FALSE
302,10/29/11,4,0,10,0,6,0,3,0.254167,0.227913,0.026254,TRUE,0.8825,0.351371,57,570,627,0.090909091,FALSE
303,10/30/11,4,0,10,0,0,0,1,0.319167,0.321329,-0.002162,FALSE,0.62375,0.176617,885,2446,3331,0.26568598,FALSE
304,10/31/11,4,0,10,0,1,1,1,0.34,0.356063,-0.016063,FALSE,0.703333,0.10635,362,3307,3669,0.098664486,FALSE
305,11/1/11,4,0,11,0,2,1,1,0.400833,0.397088,0.003745,TRUE,0.68375,0.135571,410,3658,4068,0.100786627,FALSE
306,11/2/11,4,0,11,0,3,1,1,0.3775,0.390133,-0.012633,FALSE,0.71875,0.0820917,370,3816,4186,0.088389871,FALSE
307,11/3/11,4,0,11,0,4,1,1,0.408333,0.405921,0.002412,TRUE,0.702083,0.136817,318,3656,3974,0.080020131,FALSE
308,11/4/11,4,0,11,0,5,1,2,0.403333,0.403392,-5.9E-05,FALSE,0.6225,0.271779,470,3576,4046,0.116164113,FALSE
309,11/5/11,4,0,11,0,6,0,1,0.326667,0.323854,0.002813,TRUE,0.519167,0.189062,1156,2770,3926,0.294447275,FALSE
310,11/6/11,4,0,11,0,0,0,1,0.348333,0.362358,-0.014025,FALSE,0.734583,0.0920542,952,2697,3649,0.260893395,FALSE
311,11/7/11,4,0,11,0,1,1,1,0.395,0.400871,-0.005871,FALSE,0.75875,0.057225,373,3662,4035,0.09244114,FALSE
312,11/8/11,4,0,11,0,2,1,1,0.408333,0.412246,-0.003913,FALSE,0.721667,0.0690375,376,3829,4205,0.08941736,FALSE
313,11/9/11,4,0,11,0,3,1,1,0.4,0.409079,-0.009079,FALSE,0.758333,0.0621958,305,3804,4109,0.074227306,FALSE
314,11/10/11,4,0,11,0,4,1,2,0.38,0.373721,0.006279,TRUE,0.813333,0.189067,190,2743,2933,0.064780089,FALSE
315,11/11/11,4,0,11,1,5,0,1,0.324167,0.306817,0.01735,TRUE,0.44625,0.314675,440,2928,3368,0.13064133,FALSE
316,11/12/11,4,0,11,0,6,0,1,0.356667,0.357942,-0.001275,FALSE,0.552917,0.212062,1275,2792,4067,0.313498894,TRUE
317,11/13/11,4,0,11,0,0,0,1,0.440833,0.43055,0.010283,TRUE,0.458333,0.281721,1004,2713,3717,0.270110304,FALSE
318,11/14/11,4,0,11,0,1,1,1,0.53,0.524612,0.005388,TRUE,0.587083,0.306596,595,3891,4486,0.132634864,FALSE
319,11/15/11,4,0,11,0,2,1,2,0.53,0.507579,0.022421,TRUE,0.68875,0.199633,449,3746,4195,0.107032181,FALSE
320,11/16/11,4,0,11,0,3,1,3,0.456667,0.451988,0.004679,TRUE,0.93,0.136829,145,1672,1817,0.079801871,FALSE
321,11/17/11,4,0,11,0,4,1,2,0.341667,0.323221,0.018446,TRUE,0.575833,0.305362,139,2914,3053,0.045528988,FALSE
322,11/18/11,4,0,11,0,5,1,1,0.274167,0.272721,0.001446,TRUE,0.41,0.168533,245,3147,3392,0.072228774,FALSE
323,11/19/11,4,0,11,0,6,0,1,0.329167,0.324483,0.004684,TRUE,0.502083,0.224496,943,2720,3663,0.257439257,FALSE
324,11/20/11,4,0,11,0,0,0,2,0.463333,0.457058,0.006275,TRUE,0.684583,0.18595,787,2733,3520,0.223579545,FALSE
325,11/21/11,4,0,11,0,1,1,3,0.4475,0.445062,0.002438,TRUE,0.91,0.138054,220,2545,2765,0.079566004,FALSE
326,11/22/11,4,0,11,0,2,1,3,0.416667,0.421696,-0.005029,FALSE,0.9625,0.118792,69,1538,1607,0.04293715,FALSE
327,11/23/11,4,0,11,0,3,1,2,0.440833,0.430537,0.010296,TRUE,0.757917,0.335825,112,2454,2566,0.043647701,FALSE
328,11/24/11,4,0,11,1,4,0,1,0.373333,0.372471,0.000862,TRUE,0.549167,0.167304,560,935,1495,0.37458194,TRUE
329,11/25/11,4,0,11,0,5,1,1,0.375,0.380671,-0.005671,FALSE,0.64375,0.0988958,1095,1697,2792,0.392191977,TRUE
330,11/26/11,4,0,11,0,6,0,1,0.375833,0.385087,-0.009254,FALSE,0.681667,0.0684208,1249,1819,3068,0.407105606,TRUE
331,11/27/11,4,0,11,0,0,0,1,0.459167,0.4558,0.003367,TRUE,0.698333,0.208954,810,2261,3071,0.263757734,FALSE
332,11/28/11,4,0,11,0,1,1,1,0.503478,0.490122,0.013356,TRUE,0.743043,0.142122,253,3614,3867,0.065425394,FALSE
333,11/29/11,4,0,11,0,2,1,2,0.458333,0.451375,0.006958,TRUE,0.830833,0.258092,96,2818,2914,0.032944406,FALSE
334,11/30/11,4,0,11,0,3,1,1,0.325,0.311221,0.013779,TRUE,0.613333,0.271158,188,3425,3613,0.052034321,FALSE
335,12/1/11,4,0,12,0,4,1,1,0.3125,0.305554,0.006946,TRUE,0.524583,0.220158,182,3545,3727,0.048832841,FALSE
336,12/2/11,4,0,12,0,5,1,1,0.314167,0.331433,-0.017266,FALSE,0.625833,0.100754,268,3672,3940,0.068020305,FALSE
337,12/3/11,4,0,12,0,6,0,1,0.299167,0.310604,-0.011437,FALSE,0.612917,0.0957833,706,2908,3614,0.195351411,FALSE
338,12/4/11,4,0,12,0,0,0,1,0.330833,0.3491,-0.018267,FALSE,0.775833,0.0839583,634,2851,3485,0.181922525,FALSE
339,12/5/11,4,0,12,0,1,1,2,0.385833,0.393925,-0.008092,FALSE,0.827083,0.0622083,233,3578,3811,0.061138809,FALSE
340,12/6/11,4,0,12,0,2,1,3,0.4625,0.4564,0.0061,TRUE,0.949583,0.232583,126,2468,2594,0.048573631,FALSE
341,12/7/11,4,0,12,0,3,1,3,0.41,0.400246,0.009754,TRUE,0.970417,0.266175,50,655,705,0.070921986,FALSE
342,12/8/11,4,0,12,0,4,1,1,0.265833,0.256938,0.008895,TRUE,0.58,0.240058,150,3172,3322,0.045153522,FALSE
343,12/9/11,4,0,12,0,5,1,1,0.290833,0.317542,-0.026709,FALSE,0.695833,0.0827167,261,3359,3620,0.072099448,FALSE
344,12/10/11,4,0,12,0,6,0,1,0.275,0.266412,0.008588,TRUE,0.5075,0.233221,502,2688,3190,0.157366771,FALSE
345,12/11/11,4,0,12,0,0,0,1,0.220833,0.253154,-0.032321,FALSE,0.49,0.0665417,377,2366,2743,0.137440758,FALSE
346,12/12/11,4,0,12,0,1,1,1,0.238333,0.270196,-0.031863,FALSE,0.670833,0.06345,143,3167,3310,0.043202417,FALSE
347,12/13/11,4,0,12,0,2,1,1,0.2825,0.301138,-0.018638,FALSE,0.59,0.14055,155,3368,3523,0.043996594,FALSE
348,12/14/11,4,0,12,0,3,1,2,0.3175,0.338362,-0.020862,FALSE,0.66375,0.0609583,178,3562,3740,0.047593583,FALSE
349,12/15/11,4,0,12,0,4,1,2,0.4225,0.412237,0.010263,TRUE,0.634167,0.268042,181,3528,3709,0.048800216,FALSE
350,12/16/11,4,0,12,0,5,1,2,0.375,0.359825,0.015175,TRUE,0.500417,0.260575,178,3399,3577,0.049762371,FALSE
351,12/17/11,4,0,12,0,6,0,2,0.258333,0.249371,0.008962,TRUE,0.560833,0.243167,275,2464,2739,0.100401606,FALSE
352,12/18/11,4,0,12,0,0,0,1,0.238333,0.245579,-0.007246,FALSE,0.58625,0.169779,220,2211,2431,0.090497738,FALSE
353,12/19/11,4,0,12,0,1,1,1,0.276667,0.280933,-0.004266,FALSE,0.6375,0.172896,260,3143,3403,0.076403174,FALSE
354,12/20/11,4,0,12,0,2,1,2,0.385833,0.396454,-0.010621,FALSE,0.595417,0.0615708,216,3534,3750,0.0576,FALSE
355,12/21/11,1,0,12,0,3,1,2,0.428333,0.428017,0.000316,TRUE,0.858333,0.2214,107,2553,2660,0.040225564,FALSE
356,12/22/11,1,0,12,0,4,1,2,0.423333,0.426121,-0.002788,FALSE,0.7575,0.047275,227,2841,3068,0.07398957,FALSE
357,12/23/11,1,0,12,0,5,1,1,0.373333,0.377513,-0.00418,FALSE,0.68625,0.274246,163,2046,2209,0.073789045,FALSE
358,12/24/11,1,0,12,0,6,0,1,0.3025,0.299242,0.003258,TRUE,0.5425,0.190304,155,856,1011,0.153313551,FALSE
359,12/25/11,1,0,12,0,0,0,1,0.274783,0.279961,-0.005178,FALSE,0.681304,0.155091,303,451,754,0.401856764,TRUE
360,12/26/11,1,0,12,1,1,0,1,0.321739,0.315535,0.006204,TRUE,0.506957,0.239465,430,887,1317,0.32649962,TRUE
361,12/27/11,1,0,12,0,2,1,2,0.325,0.327633,-0.002633,FALSE,0.7625,0.18845,103,1059,1162,0.088640275,FALSE
362,12/28/11,1,0,12,0,3,1,1,0.29913,0.279974,0.019156,TRUE,0.503913,0.293961,255,2047,2302,0.110773241,FALSE
363,12/29/11,1,0,12,0,4,1,1,0.248333,0.263892,-0.015559,FALSE,0.574167,0.119412,254,2169,2423,0.104828725,FALSE
364,12/30/11,1,0,12,0,5,1,1,0.311667,0.318812,-0.007145,FALSE,0.636667,0.134337,491,2508,2999,0.16372124,FALSE
365,12/31/11,1,0,12,0,6,0,1,0.41,0.414121,-0.004121,FALSE,0.615833,0.220154,665,1820,2485,0.267605634,FALSE
366,1/1/12,1,1,1,0,0,0,1,0.37,0.375621,-0.005621,FALSE,0.6925,0.192167,686,1608,2294,0.299040976,FALSE
367,1/2/12,1,1,1,1,1,0,1,0.273043,0.252304,0.020739,TRUE,0.381304,0.329665,244,1707,1951,0.12506407,FALSE
368,1/3/12,1,1,1,0,2,1,1,0.15,0.126275,0.023725,TRUE,0.44125,0.365671,89,2147,2236,0.03980322,FALSE
369,1/4/12,1,1,1,0,3,1,2,0.1075,0.119337,-0.011837,FALSE,0.414583,0.1847,95,2273,2368,0.040118243,FALSE
370,1/5/12,1,1,1,0,4,1,1,0.265833,0.278412,-0.012579,FALSE,0.524167,0.129987,140,3132,3272,0.042787286,FALSE
371,1/6/12,1,1,1,0,5,1,1,0.334167,0.340267,-0.0061,FALSE,0.542083,0.167908,307,3791,4098,0.074914592,FALSE
372,1/7/12,1,1,1,0,6,0,1,0.393333,0.390779,0.002554,TRUE,0.531667,0.174758,1070,3451,4521,0.236673302,FALSE
373,1/8/12,1,1,1,0,0,0,1,0.3375,0.340258,-0.002758,FALSE,0.465,0.191542,599,2826,3425,0.174890511,FALSE
374,1/9/12,1,1,1,0,1,1,2,0.224167,0.247479,-0.023312,FALSE,0.701667,0.0989,106,2270,2376,0.044612795,FALSE
375,1/10/12,1,1,1,0,2,1,1,0.308696,0.318826,-0.01013,FALSE,0.646522,0.187552,173,3425,3598,0.048082268,FALSE
376,1/11/12,1,1,1,0,3,1,2,0.274167,0.282821,-0.008654,FALSE,0.8475,0.131221,92,2085,2177,0.042259991,FALSE
377,1/12/12,1,1,1,0,4,1,2,0.3825,0.381938,0.000562,TRUE,0.802917,0.180967,269,3828,4097,0.065657798,FALSE
378,1/13/12,1,1,1,0,5,1,1,0.274167,0.249362,0.024805,TRUE,0.5075,0.378108,174,3040,3214,0.054138146,FALSE
379,1/14/12,1,1,1,0,6,0,1,0.18,0.183087,-0.003087,FALSE,0.4575,0.187183,333,2160,2493,0.133574007,FALSE
380,1/15/12,1,1,1,0,0,0,1,0.166667,0.161625,0.005042,TRUE,0.419167,0.251258,284,2027,2311,0.122890524,FALSE
381,1/16/12,1,1,1,1,1,0,1,0.19,0.190663,-0.000663,FALSE,0.5225,0.231358,217,2081,2298,0.094429939,FALSE
382,1/17/12,1,1,1,0,2,1,2,0.373043,0.364278,0.008765,TRUE,0.716087,0.34913,127,2808,2935,0.043270869,FALSE
383,1/18/12,1,1,1,0,3,1,1,0.303333,0.275254,0.028079,TRUE,0.443333,0.415429,109,3267,3376,0.03228673,FALSE
384,1/19/12,1,1,1,0,4,1,1,0.19,0.190038,-3.8E-05,FALSE,0.4975,0.220158,130,3162,3292,0.039489672,FALSE
385,1/20/12,1,1,1,0,5,1,2,0.2175,0.220958,-0.003458,FALSE,0.45,0.20275,115,3048,3163,0.036357888,FALSE
386,1/21/12,1,1,1,0,6,0,2,0.173333,0.174875,-0.001542,FALSE,0.83125,0.222642,67,1234,1301,0.051498847,FALSE
387,1/22/12,1,1,1,0,0,0,2,0.1625,0.16225,0.00025,TRUE,0.79625,0.199638,196,1781,1977,0.099140111,FALSE
388,1/23/12,1,1,1,0,1,1,2,0.218333,0.243058,-0.024725,FALSE,0.91125,0.110708,145,2287,2432,0.059621711,FALSE
389,1/24/12,1,1,1,0,2,1,1,0.3425,0.349108,-0.006608,FALSE,0.835833,0.123767,439,3900,4339,0.101175386,FALSE
